"","Title","Artist","track_title","line","lyric"
"315","They Long To Be Close To You","Carpenters","(They Long to Be) Close to You",39,"(Wua)"
"316","Make It With You","Bread","Make it With You",1,"Hey, have you ever tried"
"317","Make It With You","Bread","Make it With You",2,"Really reaching out for the other side"
"318","Make It With You","Bread","Make it With You",3,"I may be climbing on rainbows"
"319","Make It With You","Bread","Make it With You",4,"But baby, here goes"
"320","Make It With You","Bread","Make it With You",5,"Dreams they're for those who sleep"
"321","Make It With You","Bread","Make it With You",6,"Life is for us to keep"
"322","Make It With You","Bread","Make it With You",7,"And if you're wondering"
"323","Make It With You","Bread","Make it With You",8,"What this song is leading to"
"324","Make It With You","Bread","Make it With You",9,"I want to make it with you"
"325","Make It With You","Bread","Make it With You",10,"I really think that"
"326","Make It With You","Bread","Make it With You",11,"We can make it, girl"
"327","Make It With You","Bread","Make it With You",12,"No you don't know me well"
"328","Make It With You","Bread","Make it With You",13,"And every little thing"
"329","Make It With You","Bread","Make it With You",14,"Only time will tell"
"330","Make It With You","Bread","Make it With You",15,"If you believe the things that I do"
"331","Make It With You","Bread","Make it With You",16,"And we'll see it through"
"332","Make It With You","Bread","Make it With You",17,"Life can be short or long"
"333","Make It With You","Bread","Make it With You",18,"Love can be right or wrong"
"334","Make It With You","Bread","Make it With You",19,"And if I chose the one"
"335","Make It With You","Bread","Make it With You",20,"I'd like to help me through"
"336","Make It With You","Bread","Make it With You",21,"I'd like to make it with you"
"337","Make It With You","Bread","Make it With You",22,"I really think that"
"338","Make It With You","Bread","Make it With You",23,"We can make it, girl"
"339","Make It With You","Bread","Make it With You",24,"Baby, you know that"
"340","Make It With You","Bread","Make it With You",25,"Dreams, they're for those who sleep"
"341","Make It With You","Bread","Make it With You",26,"Life, it's for us to keep"
"342","Make It With You","Bread","Make it With You",27,"And if I choose the one"
"343","Make It With You","Bread","Make it With You",28,"I'd like to help me through"
"344","Make It With You","Bread","Make it With You",29,"I'd like to make it with you"
"345","Make It With You","Bread","Make it With You",30,"I really think that"
"346","Make It With You","Bread","Make it With You",31,"We could make it, girl"
"347","War","Edwin Starr","War",1,"(War, what is it bad for?) Absolutely nothing"
"348","War","Edwin Starr","War",2,"(War, what is it good for?) Absolutely nothing"
"349","War","Edwin Starr","War",3,"(War, what is it good for?) Absolutely nothing"
"350","War","Edwin Starr","War",4,"War is something that I despise"
"351","War","Edwin Starr","War",5,"Because it means destruction of innocent lives"
"352","War","Edwin Starr","War",6,"War means tears in thousands of mothers' eyes"
"353","War","Edwin Starr","War",7,"When their sons go out to fight and lose their lives"
"354","War","Edwin Starr","War",8,"I said"
"355","War","Edwin Starr","War",9,"(War) good God y'all"
"356","War","Edwin Starr","War",10,"(What is it good for?) Absolutely nothing, say it again"
"357","War","Edwin Starr","War",11,"(War, what is it good for?) Absolutely nothing"
"358","War","Edwin Starr","War",12,"(War), It ain't nothing but a heartbreaker(War), Friend only to the undertaker"
"359","War","Edwin Starr","War",13,"War is the enemy of all mankind"
"360","War","Edwin Starr","War",14,"The thought of war blows my mind"
"361","War","Edwin Starr","War",15,"War has caused unrest, within the younger generation"
"362","War","Edwin Starr","War",16,"Induction then destruction. Who wants to die?"
"363","War","Edwin Starr","War",17,"(War) good God y'all"
"364","War","Edwin Starr","War",18,"(What is it good for?) Absolutely nothing, say it, say it, say it"
"365","War","Edwin Starr","War",19,"(War, what is it good for?) Absolutely nothing"
"366","War","Edwin Starr","War",20,"(War), It ain't nothing but a heartbreaker"
"367","War","Edwin Starr","War",21,"(War), Its only friend is the undertaker"
"368","War","Edwin Starr","War",22,"War has shattered many young men's dreams"
"369","War","Edwin Starr","War",23,"Made them disabled, bitter and mean"
"370","War","Edwin Starr","War",24,"Life is much too short and precious to be fighting wars these days"
"371","War","Edwin Starr","War",25,"War can't give life it can only take it away"
"372","War","Edwin Starr","War",26,"(War) good God y'all"
"373","War","Edwin Starr","War",27,"(What is it good for?) Absolutely nothing, say it"
"374","War","Edwin Starr","War",28,"(War, what is it good for?) Absolutely nothing"
"375","War","Edwin Starr","War",29,"Listen to me"
"376","War","Edwin Starr","War",30,"(War), It ain't nothing but a heartbreaker"
"377","War","Edwin Starr","War",31,"(War), Friend only to the undertaker"
"378","War","Edwin Starr","War",32,"Peace, love and understanding"
"379","War","Edwin Starr","War",33,"Tell me, is there no place for them today?"
"380","War","Edwin Starr","War",34,"They say we must fight to keep our freedom"
"381","War","Edwin Starr","War",35,"But Lord knows there's gotta be a better way"
"382","War","Edwin Starr","War",36,"(War) good God y'all"
"383","War","Edwin Starr","War",37,"(What is it good for?) You tell me, say it, say it, say it, say it"
"384","War","Edwin Starr","War",38,"(War) good God y'all"
"385","War","Edwin Starr","War",39,"(What is it good for?) Stand up and shout it (Nothing)"
"386","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",1,"If you need me, call me"
"387","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",2,"No matter where you are"
"388","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",3,"No matter how far"
"389","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",4,"Just call my name"
"390","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",5,"I'll be there in a hurry"
"391","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",6,"On that you can depend and never worry"
"392","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",7,"You see, my love is alive"
"393","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",8,"It's like a seed that only needs the thought of you to grow"
"394","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",9,"So if you feel the need for company"
"395","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",10,"Please, my darling, let it be me"
"396","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",11,"I may not be able to express"
"397","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",12,"The depth of the love I feel for you"
"398","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",13,"But a writer put it very nicely"
"399","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",14,"When he was away from the one he loved"
"400","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",15,"He sat down and wrote these words"
"401","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",16,"No wind, (no wind) no rain, (no rain)"
"402","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",17,"Nor winter's cold"
"403","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",18,"Can stop me, babe (oh, babe) baby (baby)"
"404","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",19,"If you're my goal"
"405","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",20,"No wind, no rain"
"406","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",21,"Can stop"
"407","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",22,"If you want to go"
"408","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",23,"I know, I know you must follow the sun"
"409","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",24,"Wherever it leads"
"410","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",25,"But remember"
"411","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",26,"If you should fall short of your desires"
"412","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",27,"Remember life holds for you one guarantee"
"413","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",28,"You'll always have me"
"414","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",29,"And if you should miss my love"
"415","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",30,"One of these old days"
"416","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",31,"If you should ever miss the arms"
"417","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",32,"That used to hold you so close, or the lips"
"418","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",33,"That used to touch yours so tenderly"
"419","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",34,"Just remember what I told you"
"420","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",35,"The day I set you free"
"421","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",36,"Ain't no mountain high enough, aah"
"422","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",37,"Ain't no valley low enough"
"423","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",38,"Ain't no river wide enough"
"424","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",39,"To keep me from you"
"425","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",40,"Ain't no mountain high enough"
"426","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",41,"Ain't no valley low enough (say it again)"
"427","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",42,"Ain't no river wide enough"
"428","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",43,"To keep me from you"
"429","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",44,"Ain't no mountain high enough"
"430","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",45,"Nothing can keep me"
"431","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",46,"To keep me from you"
"432","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",47,"Ain't no mountain high enough"
"433","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",48,"Ain't no valley low enough (one more time)"
"434","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",49,"Ain't no river wide enough (say it again)"
"435","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",50,"To keep me from you"
"436","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",51,"Ain't no mountain high enough"
"437","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",52,"Nothing can keep me"
"438","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",53,"To keep me from you"
"439","Aint No Mountain High Enough","Diana Ross","Ain't No Mountain High Enough",54,"Nothing in this world"
"440","Cracklin Rosie","Neil Diamond","Cracklin Rosie",1,"Aw, Cracklin' Rosie, get on board"
"441","Cracklin Rosie","Neil Diamond","Cracklin Rosie",2,"We're gonna ride"
"442","Cracklin Rosie","Neil Diamond","Cracklin Rosie",3,"Till there ain't no more to go"
"443","Cracklin Rosie","Neil Diamond","Cracklin Rosie",4,"Taking it slow"
"444","Cracklin Rosie","Neil Diamond","Cracklin Rosie",5,"And Lord, don't you know"
"445","Cracklin Rosie","Neil Diamond","Cracklin Rosie",6,"We'll have me a time with a poor man's lady"
"446","Cracklin Rosie","Neil Diamond","Cracklin Rosie",7,"Hitchin' on a twilight train"
"447","Cracklin Rosie","Neil Diamond","Cracklin Rosie",8,"Ain't nothing here that I care to take along"
"448","Cracklin Rosie","Neil Diamond","Cracklin Rosie",9,"Maybe a song"
"449","Cracklin Rosie","Neil Diamond","Cracklin Rosie",10,"To sing when I want"
"450","Cracklin Rosie","Neil Diamond","Cracklin Rosie",11,"No need to say please to no man"
"451","Cracklin Rosie","Neil Diamond","Cracklin Rosie",12,"For a happy tune"
"452","Cracklin Rosie","Neil Diamond","Cracklin Rosie",13,"Oh, I love my Rosie child"
"453","Cracklin Rosie","Neil Diamond","Cracklin Rosie",14,"You got the way to make me happy"
"454","Cracklin Rosie","Neil Diamond","Cracklin Rosie",15,"You and me we go in style"
"455","Cracklin Rosie","Neil Diamond","Cracklin Rosie",16,"Cracklin' RoseYou're a store-bought woman"
"456","Cracklin Rosie","Neil Diamond","Cracklin Rosie",17,"But you make me sing like a guitar hummin'"
"457","Cracklin Rosie","Neil Diamond","Cracklin Rosie",18,"So hang on to me, girl"
"458","Cracklin Rosie","Neil Diamond","Cracklin Rosie",19,"Our song keeps runnin' on"
"459","Cracklin Rosie","Neil Diamond","Cracklin Rosie",20,"Play it now, play it now"
"460","Cracklin Rosie","Neil Diamond","Cracklin Rosie",21,"Play it now, my baby"
"461","Cracklin Rosie","Neil Diamond","Cracklin Rosie",22,"Cracklin' Rosie, make me a smile"
"462","Cracklin Rosie","Neil Diamond","Cracklin Rosie",23,"Girl, if it lasts for an hour, that's all right"
"463","Cracklin Rosie","Neil Diamond","Cracklin Rosie",24,"We got all night to set the world right"
"464","Cracklin Rosie","Neil Diamond","Cracklin Rosie",25,"Find us a dream that don't ask no questions"
"465","Cracklin Rosie","Neil Diamond","Cracklin Rosie",26,"Yeah"
"466","Cracklin Rosie","Neil Diamond","Cracklin Rosie",27,"Oh, I love my Rosie child"
"467","Cracklin Rosie","Neil Diamond","Cracklin Rosie",28,"You got the way to make me happy"
"468","Cracklin Rosie","Neil Diamond","Cracklin Rosie",29,"You and me we go in style"
"469","Cracklin Rosie","Neil Diamond","Cracklin Rosie",30,"Cracklin' Rose"
"470","Cracklin Rosie","Neil Diamond","Cracklin Rosie",31,"You're a store-bought woman"
"471","Cracklin Rosie","Neil Diamond","Cracklin Rosie",32,"But you make me sing like a guitar hummin'"
"472","Cracklin Rosie","Neil Diamond","Cracklin Rosie",33,"So hang on to me, girl"
"473","Cracklin Rosie","Neil Diamond","Cracklin Rosie",34,"Our song keeps runnin' on"
"474","Cracklin Rosie","Neil Diamond","Cracklin Rosie",35,"Play it now, play it now"
"475","Cracklin Rosie","Neil Diamond","Cracklin Rosie",36,"Play it now, my baby"
"476","Cracklin Rosie","Neil Diamond","Cracklin Rosie",37,"Cracklin' Rosie, make me a smile"
"477","Cracklin Rosie","Neil Diamond","Cracklin Rosie",38,"Girl, if it lasts for an hour, that's all right"
